date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:20:51	2041/2041	---M--	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:50:48%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
22:20:53	2199/2199	---M--	200	added ('OK')	text/xml	date:Mon,%2023%20Dec%202024%2016:50:51%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
22:20:56	17672/17672	---M--	200	added ('OK')	image/png	etag:%224508-629de7cee5456%22	http://localhost/wordpress/wp-content/uploads/2024/12/download.png	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2024/12/download.png	(from http://localhost/wordpress/)
22:20:57	23659/23659	---M--	200	added ('OK')	text/javascript	etag:%225c6b-624e94c33afc1%22	http://localhost/wordpress/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.8.3	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/themes/astra/assets/js/minified/frontend.min7bcd.js	(from http://localhost/wordpress/)
22:20:57	457/457	---M--	200	added ('OK')	text/javascript	etag:%221c9-624d46f3c0b7d%22	http://localhost/wordpress/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-includes/js/dist/dom-ready.min5346.js	(from http://localhost/wordpress/)
22:21:04	138973/138973	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2016:50:56%20GMT	http://localhost/wordpress/about/	C:/My%20Web%20Sites/portfolio/localhost/wordpress/about/index.html	(from http://localhost/wordpress/)
22:21:04	131537/131537	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2016:50:57%20GMT	http://localhost/wordpress/services/	C:/My%20Web%20Sites/portfolio/localhost/wordpress/services/index.html	(from http://localhost/wordpress/)
22:21:05	6581/6581	---M--	200	added ('OK')	text/javascript	etag:%2219b5-629dcf9afab91%22	http://localhost/wordpress/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from http://localhost/wordpress/)
22:21:05	5326/5326	---M--	200	added ('OK')	text/javascript	etag:%2214ce-629eb149135d3%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.26.3	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min7ac2.js	(from http://localhost/wordpress/)
22:21:10	124701/124701	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2016:51:04%20GMT	http://localhost/wordpress/contact/	C:/My%20Web%20Sites/portfolio/localhost/wordpress/contact/index.html	(from http://localhost/wordpress/)
22:21:13	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-624d46f9e57b9%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/wordpress/)
22:21:20	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-624d46fa38de1%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/wordpress/)
22:21:21	312097/312097	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:50:44%20GMT	http://localhost/wordpress/wp-json/	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
22:21:21	52754/52754	---M--	200	added ('OK')	text/javascript	etag:%22ce12-629eb148dea93%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.26.3	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min7ac2.js	(from http://localhost/wordpress/)
22:21:23	21464/21464	---M--	200	added ('OK')	text/javascript	etag:%2253d8-624d46faf098c%22	http://localhost/wordpress/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost/wordpress/)
22:21:29	45428/45428	---M--	200	added ('OK')	text/javascript	etag:%22b174-629eb148dea93%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.26.3	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min7ac2.js	(from http://localhost/wordpress/)
22:21:29	28808/28808	---M--	200	added ('OK')	text/css	etag:%227088-629eb19807816%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-10.css?ver=1734939582	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/elementor/css/post-10887d.css	(from http://localhost/wordpress/about/)
22:21:32	57445/57445	---M--	200	added ('OK')	image/png	etag:%22e065-629dd22291eac%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-02-free-img.png	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/bg-02-free-img.png	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-468.css?ver=1734939547)
22:21:35	2058/2058	---M--	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:51:33%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout%2F	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embed4c30.json	(from http://localhost/wordpress/about/)
22:21:36	24283/24283	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:51:29%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/wp/v2/pages/10.json	(from http://localhost/wordpress/about/)
22:21:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Dec%202024%2016:51:35%20GMT	http://localhost/wordpress/?p=10	C:/My%20Web%20Sites/portfolio/localhost/wordpress/index64b4.html	(from http://localhost/wordpress/about/)
22:21:39	2214/2214	---M--	200	added ('OK')	text/xml	date:Mon,%2023%20Dec%202024%2016:51:36%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout%2F&format=xml	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embed8435	(from http://localhost/wordpress/about/)
22:21:39	16595/16595	---M--	200	added ('OK')	text/css	etag:%2240d3-629eb19ae3a51%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-12.css?ver=1734939585	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/elementor/css/post-12c74e.css	(from http://localhost/wordpress/services/)
22:21:43	28530/28530	---M--	200	added ('OK')	image/jpeg	etag:%226f72-629dd2325a13f%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img.jpg	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img.jpg	(from http://localhost/wordpress/about/)
22:21:44	16299/16299	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:51:39%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/12	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/wp/v2/pages/12.json	(from http://localhost/wordpress/services/)
22:21:45	2073/2073	---M--	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:51:43%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fservices%2F	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embedbfc2.json	(from http://localhost/wordpress/services/)
22:21:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Dec%202024%2016:51:44%20GMT	http://localhost/wordpress/?p=12	C:/My%20Web%20Sites/portfolio/localhost/wordpress/index678b.html	(from http://localhost/wordpress/services/)
22:21:48	196818/196818	---M--	200	added ('OK')	image/jpeg	etag:%22300d2-629dd219d8c89%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-01-free-img.jpg	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/bg-01-free-img.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-468.css?ver=1734939547)
22:21:48	2229/2229	---M--	200	added ('OK')	text/xml	date:Mon,%2023%20Dec%202024%2016:51:46%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fservices%2F&format=xml	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embed4ae9	(from http://localhost/wordpress/services/)
22:21:53	28095/28095	---M--	200	added ('OK')	image/jpeg	etag:%226dbf-629dd2212a33f%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-06-free-img.jpg	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/portfolio-06-free-img.jpg	(from http://localhost/wordpress/services/)
22:21:53	8082/8082	---M--	200	added ('OK')	text/css	etag:%221f92-629eb19d9b370%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-16.css?ver=1734939588	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/elementor/css/post-16c5ec.css	(from http://localhost/wordpress/contact/)
22:21:54	33511/33511	---M--	200	added ('OK')	image/jpeg	etag:%2282e7-629dd21b29ddf%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-01-free-img.jpg	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/portfolio-01-free-img.jpg	(from http://localhost/wordpress/services/)
22:21:56	8428/8428	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:51:53%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/16	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/wp/v2/pages/16.json	(from http://localhost/wordpress/contact/)
22:21:57	79920/79920	---M--	200	added ('OK')	image/jpeg	etag:%2213830-629dd22ddbf27%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img.jpg	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img.jpg	(from http://localhost/wordpress/services/)
22:21:58	2068/2068	---M--	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2016:51:56%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact%2F	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embed9bba.json	(from http://localhost/wordpress/contact/)
22:21:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Dec%202024%2016:51:56%20GMT	http://localhost/wordpress/?p=16	C:/My%20Web%20Sites/portfolio/localhost/wordpress/index0e62.html	(from http://localhost/wordpress/contact/)
22:22:00	2224/2224	---M--	200	added ('OK')	text/xml	date:Mon,%2023%20Dec%202024%2016:51:58%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-json/oembed/1.0/embeda399	(from http://localhost/wordpress/contact/)
22:22:04	47372/47372	---M--	200	added ('OK')	image/jpeg	etag:%22b90c-629dd22f3b4d9%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img.jpg	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img.jpg	(from http://localhost/wordpress/contact/)
22:22:47	1636088/1636088	---M--	200	added ('OK')	image/png	etag:%2218f6f8-629dd5d0fe375%22	http://localhost/wordpress/wp-content/uploads/2024/12/Untitled-design-7.png	C:/My%20Web%20Sites/portfolio/localhost/wordpress/wp-content/uploads/2024/12/Untitled-design-7.png	(from http://localhost/wordpress/)
